3
48,50
1.73551,0.512757,-0.37963
1.99392,0.447518,-0.204953
2.00929,0.470268,-0.449104
1.99249,0.446023,-0.279851
2.12182,0.64526,0.139072
1.6567,0.473217,-0.0451819
2.07394,0.820762,-0.447205
1.99957,0.820003,0.278087
2.06967,0.581257,-0.239237
1.89711,0.679544,-0.172744
1.88955,0.800718,0.0482517
2.21994,0.891882,0.199978
1.66463,0.820003,-0.637606
1.89537,0.820003,-0.496841
2.13904,0.660635,-0.185685
2.11426,0.66077,-0.0040402
1.74891,0.820003,-0.0347566
1.98154,0.504885,-0.280555
1.93947,0.380029,-0.0262527
2.19068,0.70577,-0.63847
1.88716,0.820003,-0.129512
1.61524,0.513438,-0.237499
2.08151,0.602552,-0.507973
2.41471,0.903406,0.0447322
2.49325,0.68691,0.151558
2.34582,0.694932,-0.201287
2.42529,0.433594,0.0369644
2.33779,0.267139,-0.00335642
2.04695,0.715153,0.281626
2.34743,0.715153,0.47799
2.55032,0.584095,0.222245
2.46201,0.500283,0.428502
2.40863,0.40297,-0.270634
2.57442,0.71812,0.62137
2.40665,0.715153,-0.156931
2.24292,0.504574,0.351091
2.37441,0.343346,0.569273
2.71092,0.725865,0.648445
2.12056,0.715153,0.36674
2.77218,1.07376,0.284939
2.57706,0.771712,0.639251
2.14775,0.494681,-0.0865619
2.39671,0.38105,0.106016
2.0025,0.715153,0.637226
2.3938,0.375695,0.602318
2.16383,0.605833,-0.0800184
2.77218,1.00266,0.0680717
2.77218,0.785665,0.577917
2.77218,0.912202,0.141466
2.49335,0.669586,0.0591909
2.12597,0.282786,0.64397
2.11442,0.407906,-0.048236
2.37284,0.342667,0.126441
2.3882,0.365417,-0.117711
2.37141,0.341173,0.051543
2.50073,0.54041,0.470466
2.03561,0.368366,0.286212
2.45286,0.715912,-0.115812
2.37849,0.715153,0.609481
2.44858,0.476406,0.0921567
2.27603,0.574693,0.158649
2.26846,0.695868,0.379645
2.59885,0.787032,0.531372
2.04355,0.715153,-0.306212
2.27428,0.715153,-0.165447
2.51796,0.555784,0.145709
2.49317,0.55592,0.327354
2.12783,0.715153,0.296637
2.36046,0.400034,0.0508391
2.31838,0.275179,0.305141
2.5696,0.600919,-0.307076
2.26607,0.715153,0.201882
1.99416,0.408588,0.093895
2.46043,0.497701,-0.17658
2.77218,0.798556,0.376126
2.69935,0.685406,0.144313
2.55193,0.693428,-0.208532
2.6314,0.43209,0.0297191
2.5439,0.265635,-0.0106017
2.25306,0.713649,0.274381
2.55353,0.713649,0.470745
2.75642,0.58259,0.215
2.66812,0.498779,0.421256
2.61474,0.401465,-0.27788
2.77218,0.716616,0.614125
2.61276,0.713649,-0.164176
2.44902,0.503069,0.343846
2.58052,0.341842,0.562028
2.77218,0.72436,0.6412
2.32667,0.713649,0.359494
2.77218,1.07226,0.277694
2.77218,0.770208,0.632006
2.35386,0.493177,-0.0938072
2.60281,0.379546,0.0987703
2.20861,0.713649,0.629981
2.5999,0.374191,0.595073
2.36993,0.604328,-0.0872637
2.77218,1.00115,0.0608265
2.77218,0.784161,0.570672
2.77218,0.910698,0.13422
2.69945,0.668082,0.0519456
2.33207,0.281282,0.636725
2.32053,0.406402,-0.0554813
2.57894,0.341163,0.119196
2.59431,0.363913,-0.124956
2.57751,0.339669,0.0442977
2.70684,0.538906,0.46322
2.24172,0.366862,0.278967
2.65896,0.714408,-0.123057
2.58459,0.713649,0.602235
2.65469,0.474902,0.0849114
2.48213,0.573189,0.151404
2.47457,0.694364,0.3724
2.77218,0.785528,0.524127
2.24966,0.713649,-0.313458
2.48039,0.713649,-0.172692
2.72406,0.55428,0.138464
2.69928,0.554415,0.320108
2.33393,0.713649,0.289392
2.56656,0.39853,0.0435938
2.52449,0.273675,0.297896
2.77218,0.599415,-0.314321
2.47218,0.713649,0.194637
2.20026,0.407084,0.0866497
2.66653,0.496197,-0.183825
2.77218,0.797052,0.368881
2.77218,0.568928,0.0226449
2.6809,0.57695,-0.3302
2.76038,0.315612,-0.0919487
2.67288,0.149157,-0.13227
2.38204,0.597171,0.152713
2.68251,0.597171,0.349077
2.77218,0.466113,0.093332
2.77218,0.382301,0.299589
2.74372,0.284987,-0.399548
2.77218,0.600138,0.492457
2.74174,0.597171,-0.285844
2.578,0.386592,0.222178
2.7095,0.225364,0.44036
2.77218,0.607883,0.519532
2.45565,0.597171,0.237826
2.77218,0.955781,0.156026
2.77218,0.65373,0.510338
2.48284,0.376699,-0.215475
2.73179,0.263068,-0.0228975
2.33759,0.597171,0.508313
2.72888,0.257713,0.473405
2.49891,0.487851,-0.208932
2.77218,0.884674,-0.0608413
2.77218,0.667683,0.449004
2.77218,0.79422,0.0125527
2.77218,0.551604,-0.0697222
2.46625,0.181019,0.515057
2.44951,0.289924,-0.177149
2.70792,0.224685,-0.00247228
2.72329,0.247435,-0.246624
2.70649,0.223191,-0.0773701
2.77218,0.422428,0.341552
2.3707,0.250384,0.157299
2.77218,0.59793,-0.244725
2.71357,0.597171,0.480567
2.77218,0.358424,-0.0367564
2.61111,0.456711,0.0297362
2.60355,0.577886,0.250732
2.77218,0.66905,0.402459
2.37863,0.597171,-0.435126
2.60937,0.597171,-0.29436
2.77218,0.437802,0.0167959
2.77218,0.437938,0.19844
2.46291,0.597171,0.167724
2.69554,0.282052,-0.078074
2.65347,0.157197,0.176228
2.77218,0.482937,-0.435989
2.60116,0.597171,0.0729691
2.32924,0.290606,-0.0350181
2.77218,0.379719,-0.305493
2.77218,0.680574,0.247213
2.77218,0.235162,0.0409223
2.77218,0.243184,-0.311923
2.77218,-0.0181544,-0.0736713
2.84312,-0.220642,-0.113992
2.75531,0.263405,0.17099
2.77218,0.263405,0.367355
2.77218,0.132346,0.111609
2.77218,0.0485346,0.317866
2.77237,-0.0490835,-0.38127
2.77218,0.266372,0.510735
2.77218,0.263405,-0.267566
2.77218,0.0528255,0.240456
2.79522,-0.121573,0.458638
2.77218,0.274116,0.537809
2.77218,0.263405,0.256104
2.77218,0.622015,0.174304
2.77218,0.319964,0.528616
2.77218,0.0429326,-0.197198
2.77565,-0.0735679,-0.00462005
2.71086,0.263405,0.52659
2.77738,-0.0807923,0.491682
2.77218,0.154084,-0.190654
2.77218,0.550908,-0.0425639
2.77218,0.333917,0.467282
2.77218,0.460454,0.0308301
2.77218,0.217838,-0.0514448
2.81519,-0.162885,0.533335
2.77218,-0.043842,-0.158872
2.79631,-0.123827,0.0158051
2.78197,-0.0930768,-0.228346
2.79662,-0.12448,-0.0590927
2.77218,0.0886617,0.35983
2.75197,-0.0647136,0.175576
2.77218,0.264164,-0.226447
2.77218,0.263405,0.498845
2.77218,0.0246579,-0.018479
2.77218,0.122945,0.0480136
2.77218,0.24412,0.26901
2.77218,0.335284,0.420736
2.75191,0.263405,-0.416848
2.77218,0.263405,-0.276082
2.77218,0.104036,0.0350733
2.77218,0.104171,0.216718
2.77218,0.263405,0.186001
2.77262,-0.0523182,-0.0597965
2.83816,-0.210395,0.194505
2.77218,0.149171,-0.417711
2.77218,0.263405,0.0912465
2.71061,-0.0267241,-0.0167407
2.77218,0.0459531,-0.287215
2.77218,0.346808,0.26549
2.73466,0.16042,0.10896
2.73466,0.168442,-0.243885
2.73466,-0.092896,-0.0056337
2.8056,-0.295384,-0.0459545
2.71779,0.188663,0.239028
2.73466,0.188663,0.435392
2.73466,0.0576049,0.179647
2.73466,-0.0262071,0.385904
2.73485,-0.123825,-0.313233
2.73466,0.19163,0.578772
2.73466,0.188663,-0.199529
2.73466,-0.0219161,0.308493
2.75769,-0.196314,0.526675
2.73466,0.199375,0.605847
2.73466,0.188663,0.324141
2.73466,0.547273,0.242341
2.73466,0.245222,0.596653
2.73466,-0.031809,-0.12916
2.73813,-0.148309,0.0634175
2.67334,0.188663,0.594628
2.73986,-0.155534,0.55972
2.73466,0.0793427,-0.122616
2.73466,0.476166,0.0254737
2.73466,0.259175,0.535319
2.73466,0.385712,0.0988677
2.73466,0.143096,0.0165928
2.77767,-0.237626,0.601372
2.73466,-0.118584,-0.0908341
2.75878,-0.198569,0.0838427
2.74445,-0.167818,-0.160309
2.7591,-0.199222,0.00894493
2.73466,0.0139201,0.427868
2.71445,-0.139455,0.243614
2.73466,0.189422,-0.15841
2.73466,0.188663,0.566882
2.73466,-0.0500837,0.0495586
2.73466,0.0482033,0.116051
2.73466,0.169378,0.337047
2.73466,0.260542,0.488774
2.71439,0.188663,-0.348811
2.73466,0.188663,-0.208045
2.73466,0.0292946,0.103111
2.73466,0.0294299,0.284756
2.73466,0.188663,0.254039
2.7351,-0.12706,0.00824105
2.80064,-0.285137,0.262543
2.73466,0.0744294,-0.349674
2.73466,0.188663,0.159284
2.67309,-0.101466,0.0512969
2.73466,-0.0287885,-0.219178
2.73466,0.272066,0.333528
2.77218,0.0399207,0.0948468
2.77218,0.0479428,-0.257998
2.85875,-0.274316,-0.0197468
2.85875,-0.415883,-0.0600676
2.77218,0.0681637,0.224915
2.77218,0.0681637,0.421279
2.77389,-0.0660795,0.165534
2.84043,-0.215087,0.371791
2.85875,-0.286815,-0.327346
2.77218,0.0711309,0.564659
2.77218,0.0681637,-0.213642
2.83652,-0.206992,0.29438
2.85875,-0.323488,0.512562
2.77218,0.0788753,0.591734
2.77218,0.0681637,0.310028
2.77218,0.426774,0.228228
2.77218,0.124723,0.58254
2.84553,-0.225632,-0.143273
2.85875,-0.298668,0.0493044
2.77218,0.0681637,0.580515
2.85875,-0.3022,0.545607
2.77218,-0.0411567,-0.13673
2.77218,0.355667,0.0113606
2.77218,0.138676,0.521206
2.77218,0.265213,0.0847546
2.77218,0.0225969,0.00247974
2.85875,-0.358126,0.587259
2.85875,-0.285547,-0.104947
2.85875,-0.324312,0.0697296
2.85875,-0.308123,-0.174422
2.85875,-0.324965,-0.00516816
2.80474,-0.141265,0.413754
2.85875,-0.289233,0.229501
2.77218,0.0689225,-0.172523
2.77218,0.0681637,0.552769
2.85831,-0.252052,0.0354455
2.77724,-0.0801869,0.101938
2.77218,0.0488786,0.322934
2.77218,0.140043,0.474661
2.77218,0.0681637,-0.362924
2.77218,0.0681637,-0.222158
2.79118,-0.113225,0.0889978
2.79112,-0.113103,0.270642
2.77218,0.0681637,0.239926
2.85875,-0.289431,-0.00587204
2.85875,-0.405637,0.24843
2.7722,-0.04607,-0.363787
2.77218,0.0681637,0.145171
2.85875,-0.261836,0.0371838
2.84264,-0.219656,-0.233291
2.77218,0.151567,0.319415
2.54999,-0.245282,-0.154395
2.54999,-0.23726,-0.50724
2.54999,-0.559519,-0.268989
2.54999,-0.701086,-0.30931
2.54999,-0.217039,-0.024327
2.54999,-0.217039,0.172037
2.54999,-0.351282,-0.0837081
2.54999,-0.50029,0.122549
2.54999,-0.572018,-0.576588
2.54999,-0.214072,0.315417
2.54999,-0.217039,-0.462884
2.54999,-0.492195,0.0451382
2.54999,-0.608691,0.26332
2.54999,-0.205665,0.342492
2.54999,-0.217039,0.0607864
2.48211,0.17372,-0.0210139
2.54999,-0.144308,0.333298
2.54999,-0.510835,-0.392515
2.54999,-0.583871,-0.199938
2.54999,-0.217039,0.331273
2.54999,-0.587403,0.296365
2.54999,-0.32636,-0.385972
2.5376,0.0967648,-0.237881
2.54987,-0.131037,0.271964
2.54022,-0.0138661,-0.164487
2.54999,-0.262606,-0.246762
2.54999,-0.643329,0.338017
2.54999,-0.570749,-0.354189
2.54999,-0.609515,-0.179512
2.54999,-0.593326,-0.423664
2.54999,-0.610168,-0.25441
2.54999,-0.426468,0.164512
2.54999,-0.574435,-0.0197413
2.54999,-0.21628,-0.421765
2.54999,-0.217039,0.303527
2.54999,-0.537255,-0.213796
2.54999,-0.36539,-0.147304
2.54999,-0.236324,0.0736923
2.54945,-0.125697,0.225419
2.54999,-0.217039,-0.612166
2.54999,-0.217039,-0.4714
2.54999,-0.398427,-0.160244
2.54999,-0.398306,0.0214004
2.54999,-0.217039,-0.009316
2.54999,-0.574634,-0.255114
2.54999,-0.690839,-0.00081209
2.54999,-0.331273,-0.613029
2.54999,-0.217039,-0.104071
2.54999,-0.547039,-0.212058
2.54999,-0.504859,-0.482533
2.5485,-0.114439,0.0701729
2.64118,-0.378764,-0.0422528
2.64118,-0.370742,-0.395098
2.64118,-0.693,-0.156846
2.64118,-0.834568,-0.197167
2.64118,-0.350521,0.0878154
2.64118,-0.350521,0.28418
2.64118,-0.484764,0.0284343
2.64118,-0.633772,0.234691
2.64118,-0.7055,-0.464445
2.64118,-0.347554,0.42756
2.64118,-0.350521,-0.350742
2.64118,-0.625677,0.157281
2.64118,-0.742173,0.375463
2.64118,-0.339147,0.454634
2.64118,-0.350521,0.172929
2.58063,0.0495964,0.0911285
2.64118,-0.27779,0.445441
2.64118,-0.644316,-0.280373
2.64118,-0.717353,-0.0877952
2.64118,-0.350521,0.443415
2.64118,-0.720884,0.408507
2.64118,-0.459841,-0.273829
2.62878,-0.0367166,-0.125739
2.64105,-0.264519,0.384106
2.6314,-0.147348,-0.052345
2.64118,-0.396088,-0.13462
2.64118,-0.77681,0.450159
2.64118,-0.704231,-0.242047
2.64118,-0.742996,-0.06737
2.64118,-0.726807,-0.311521
2.64118,-0.743649,-0.142268
2.64118,-0.559949,0.276655
2.64118,-0.707917,0.0924011
2.64118,-0.349762,-0.309622
2.64118,-0.350521,0.41567
2.64118,-0.670737,-0.101654
2.64118,-0.498871,-0.0351615
2.64118,-0.369806,0.185835
2.64063,-0.259178,0.337561
2.64118,-0.350521,-0.500023
2.64118,-0.350521,-0.359258
2.64118,-0.531909,-0.0481018
2.64118,-0.531788,0.133543
2.64118,-0.350521,0.102826
2.64118,-0.708115,-0.142972
2.64118,-0.824321,0.11133
2.64118,-0.464754,-0.500887
2.64118,-0.350521,0.00807138
2.64118,-0.680521,-0.0999158
2.64118,-0.63834,-0.37039
2.63968,-0.24792,0.182315
2.72108,-0.613645,-0.188315
2.72108,-0.605623,-0.541161
2.72108,-0.927882,-0.302909
2.72108,-1.06945,-0.34323
2.72108,-0.585402,-0.0582472
2.72108,-0.585402,0.138117
2.72108,-0.719645,-0.117628
2.72108,-0.868653,0.0886284
2.72108,-0.940381,-0.610508
2.72108,-0.582435,0.281497
2.72108,-0.585402,-0.496804
2.72108,-0.860558,0.011218
2.72108,-0.977054,0.2294
2.72108,-0.574028,0.308571
2.72108,-0.585402,0.0268662
2.66054,-0.185285,-0.0549341
2.72108,-0.512671,0.299378
2.72108,-0.879197,-0.426435
2.72108,-0.952234,-0.233858
2.72108,-0.585402,0.297352
2.72108,-0.955765,0.262444
2.72108,-0.694722,-0.419892
2.70868,-0.271598,-0.271802
2.72095,-0.4994,0.238044
2.71131,-0.382229,-0.198408
2.72108,-0.630969,-0.280682
2.72108,-1.01169,0.304097
2.72108,-0.939112,-0.388109
2.72108,-0.977877,-0.213433
2.72108,-0.961689,-0.457584
2.72108,-0.97853,-0.28833
2.72108,-0.79483,0.130592
2.72108,-0.942798,-0.0536615
2.72108,-0.584643,-0.455685
2.72108,-0.585402,0.269607
2.72108,-0.905618,-0.247717
2.72108,-0.733753,-0.181224
2.72108,-0.604687,0.0397721
2.72053,-0.49406,0.191499
2.72108,-0.585402,-0.646086
2.72108,-0.585402,-0.50532
2.72108,-0.76679,-0.194164
2.72108,-0.766669,-0.0125198
2.72108,-0.585402,-0.0432362
2.72108,-0.942997,-0.289034
2.72108,-1.0592,-0.0347323
2.72108,-0.699636,-0.646949
2.72108,-0.585402,-0.137991
2.72108,-0.915402,-0.245978
2.72108,-0.873221,-0.516453
2.71959,-0.482802,0.0362527
3.14648,-0.789359,-0.0770822
3.14648,-0.781337,-0.429927
3.14648,-1.1036,-0.191676
3.14648,-1.24516,-0.231997
3.14648,-0.761116,0.0529859
3.14648,-0.761116,0.24935
3.14648,-0.895359,-0.00639511
3.14648,-1.04437,0.199862
3.14648,-1.1161,-0.499275
3.14648,-0.758149,0.39273
3.14648,-0.761116,-0.385571
3.14648,-1.03627,0.122451
3.14648,-1.15277,0.340633
3.14648,-0.749742,0.419805
3.14648,-0.761116,0.138099
2.85887,-0.360999,0.0562991
3.1423,-0.694028,0.410611
3.14648,-1.05491,-0.315202
3.14648,-1.12795,-0.122625
3.14648,-0.761116,0.408586
3.14648,-1.13148,0.373678
3.14648,-0.870437,-0.308659
2.85887,-0.447312,-0.160568
3.13187,-0.689609,0.349277
2.87637,-0.561206,-0.0857897
3.14648,-0.806683,-0.169449
3.14648,-1.18741,0.41533
3.14648,-1.11483,-0.276876
3.14648,-1.15359,-0.102199
3.14648,-1.1374,-0.346351
3.14648,-1.15424,-0.177097
3.14648,-0.970545,0.241825
3.14648,-1.11851,0.0575717
3.14648,-0.760358,-0.344452
3.14648,-0.761116,0.38084
3.14648,-1.08133,-0.136484
3.14648,-0.909467,-0.0699909
3.14648,-0.780401,0.151005
3.12656,-0.687344,0.302732
3.14648,-0.761116,-0.534853
3.14648,-0.761116,-0.394087
3.14648,-0.942505,-0.0829312
3.14648,-0.942383,0.0987134
3.14648,-0.761116,0.0679969
3.14648,-1.11871,-0.177801
3.14648,-1.23492,0.0765009
3.14648,-0.87535,-0.535716
3.14648,-0.761116,-0.026758
3.14648,-1.09112,-0.134745
3.14648,-1.04894,-0.40522
3.11375,-0.682246,0.147486
3.01562,-1.02243,0.151398
3.01562,-1.01441,-0.201447
3.01562,-1.33667,0.0368047
3.01562,-1.47824,-0.00351613
3.01562,-0.994189,0.281466
3.01562,-0.994189,0.477831
3.01562,-1.12843,0.222085
3.01562,-1.27744,0.428342
3.01562,-1.34917,-0.270794
3.01562,-0.991222,0.621211
3.01562,-0.994189,-0.15709
3.01562,-1.26934,0.350932
3.01562,-1.38584,0.569114
3.01562,-0.982815,0.648285
3.01562,-0.994189,0.36658
2.728,-0.594072,0.28478
3.01144,-0.927101,0.639092
3.01562,-1.28798,-0.0867216
3.01562,-1.36102,0.105856
3.01562,-0.994189,0.637066
3.01562,-1.36455,0.602158
3.01562,-1.10351,-0.0801781
2.728,-0.680385,0.067912
3.001,-0.922682,0.577758
2.74551,-0.794278,0.142691
3.01562,-1.03976,0.0590312
3.01562,-1.42048,0.64381
3.01562,-1.3479,-0.0483958
3.01562,-1.38666,0.126281
3.01562,-1.37048,-0.11787
3.01562,-1.38732,0.0513833
3.01562,-1.20362,0.470306
3.01562,-1.35158,0.286052
3.01562,-0.99343,-0.115971
3.01562,-0.994189,0.609321
3.01562,-1.3144,0.091997
3.01562,-1.14254,0.15849
3.01562,-1.01347,0.379486
2.9957,-0.920416,0.531212
3.01562,-0.994189,-0.306372
3.01562,-0.994189,-0.165606
3.01562,-1.17558,0.145549
3.01562,-1.17546,0.327194
3.01562,-0.994189,0.296477
3.01562,-1.35178,0.0506794
3.01562,-1.46799,0.304981
3.01562,-1.10842,-0.307235
3.01562,-0.994189,0.201722
3.01562,-1.32419,0.0937353
3.01562,-1.28201,-0.176739
2.98289,-0.915319,0.375966
2.89326,-1.02122,0.101796
2.89326,-1.0132,-0.251049
2.89326,-1.33546,-0.0127977
2.89326,-1.47703,-0.0531185
2.89326,-0.992982,0.231864
2.89326,-0.992982,0.428228
2.89326,-1.12723,0.172483
2.89326,-1.27623,0.37874
2.89326,-1.34796,-0.320397
2.89326,-0.990015,0.571608
2.89326,-0.992982,-0.206693
2.89326,-1.26814,0.301329
2.89326,-1.38463,0.519511
2.89326,-0.981608,0.598683
2.89326,-0.992982,0.316977
2.60564,-0.592865,0.235177
2.88908,-0.925894,0.589489
2.89326,-1.28678,-0.136324
2.89326,-1.35981,0.0562536
2.89326,-0.992982,0.587464
2.89326,-1.36335,0.552556
2.89326,-1.1023,-0.12978
2.60564,-0.679178,0.0183097
2.87864,-0.921475,0.528155
2.62315,-0.793072,0.0930884
2.89326,-1.03855,0.00942885
2.89326,-1.41927,0.594208
2.89326,-1.34669,-0.0979981
2.89326,-1.38546,0.0766787
2.89326,-1.36927,-0.167473
2.89326,-1.38611,0.00178094
2.89326,-1.20241,0.420704
2.89326,-1.35038,0.23645
2.89326,-0.992223,-0.165574
2.89326,-0.992982,0.559718
2.89326,-1.3132,0.0423946
2.89326,-1.14133,0.108887
2.89326,-1.01227,0.329883
2.87334,-0.919209,0.48161
2.89326,-0.992982,-0.355975
2.89326,-0.992982,-0.215209
2.89326,-1.17437,0.0959469
2.89326,-1.17425,0.277592
2.89326,-0.992982,0.246875
2.89326,-1.35058,0.00107706
2.89326,-1.46678,0.255379
2.89326,-1.10722,-0.356838
2.89326,-0.992982,0.15212
2.89326,-1.32298,0.0441329
2.89326,-1.2808,-0.226342
2.86052,-0.914112,0.326364
2.95708,-1.12022,-0.00336702
2.95708,-1.11219,-0.356212
2.95708,-1.43445,-0.117961
2.95708,-1.57602,-0.158281
2.95708,-1.09197,0.126701
2.95708,-1.09197,0.323065
2.95708,-1.22622,0.0673201
2.95708,-1.37522,0.273577
2.95708,-1.44695,-0.425559
2.95708,-1.08901,0.466445
2.95708,-1.09197,-0.311856
2.95708,-1.36713,0.196166
2.95708,-1.48363,0.414349
2.95708,-1.0806,0.49352
2.95708,-1.09197,0.211815
2.66946,-0.691856,0.130014
2.9529,-1.02489,0.484326
2.95708,-1.38577,-0.241487
2.95708,-1.45881,-0.0489094
2.95708,-1.09197,0.482301
2.95708,-1.46234,0.447393
2.95708,-1.20129,-0.234943
2.66946,-0.778169,-0.0868532
2.94246,-1.02047,0.422992
2.68696,-0.892063,-0.0120745
2.95708,-1.13754,-0.0957341
2.95708,-1.51826,0.489045
2.95708,-1.44568,-0.203161
2.95708,-1.48445,-0.0284842
2.95708,-1.46826,-0.272636
2.95708,-1.4851,-0.103382
2.95708,-1.3014,0.315541
2.95708,-1.44937,0.131287
2.95708,-1.09121,-0.270737
2.95708,-1.09197,0.454556
2.95708,-1.41219,-0.0627683
2.95708,-1.24032,0.00372431
2.95708,-1.11126,0.224721
2.93716,-1.0182,0.376447
2.95708,-1.09197,-0.461137
2.95708,-1.09197,-0.320372
2.95708,-1.27336,-0.00921601
2.95708,-1.27324,0.172429
2.95708,-1.09197,0.141712
2.95708,-1.44957,-0.104086
2.95708,-1.56577,0.150216
2.95708,-1.20621,-0.462001
2.95708,-1.09197,0.0469572
2.95708,-1.42197,-0.06103
2.95708,-1.37979,-0.331505
2.92434,-1.0131,0.221201
3.01373,-1.04023,0.0492336
3.01373,-1.03221,-0.303612
3.01373,-1.35447,-0.06536
3.01373,-1.49603,-0.105681
3.01373,-1.01199,0.179302
3.01373,-1.01199,0.375666
3.01373,-1.14623,0.119921
3.01373,-1.29524,0.326177
3.01373,-1.36696,-0.372959
3.01373,-1.00902,0.519046
3.01373,-1.01199,-0.259255
3.01373,-1.28714,0.248767
3.01373,-1.40364,0.466949
3.01373,-1.00061,0.54612
3.01373,-1.01199,0.264415
2.72611,-0.611868,0.182615
3.00955,-0.944898,0.536927
3.01373,-1.30578,-0.188886
3.01373,-1.37882,0.00369123
3.01373,-1.01199,0.534901
3.01373,-1.38235,0.499993
3.01373,-1.12131,-0.182343
2.72611,-0.698181,-0.0342526
2.99911,-0.940479,0.475593
2.74361,-0.812075,0.0405261
3.01373,-1.05755,-0.0431335
3.01373,-1.43827,0.541646
3.01373,-1.3657,-0.15056
3.01373,-1.40446,0.0241164
3.01373,-1.38827,-0.220035
3.01373,-1.40511,-0.0507814
3.01373,-1.22141,0.368141
3.01373,-1.36938,0.183888
3.01373,-1.01123,-0.218136
3.01373,-1.01199,0.507156
3.01373,-1.3322,-0.0101677
3.01373,-1.16034,0.0563249
3.01373,-1.03127,0.277321
2.99381,-0.938213,0.429048
3.01373,-1.01199,-0.408537
3.01373,-1.01199,-0.267771
3.01373,-1.19337,0.0433846
3.01373,-1.19325,0.225029
3.01373,-1.01199,0.194313
3.01373,-1.36958,-0.0514853
3.01373,-1.48579,0.202817
3.01373,-1.12622,-0.4094
3.01373,-1.01199,0.0995578
3.01373,-1.34199,-0.00842942
3.01373,-1.2998,-0.278904
2.98099,-0.933116,0.273802
